Date,Ambuja Cement Ltd.,Asian Paints,Can Fin Homes Ltd,Century Plyboards(India) Ltd.,Crompton Greaves Consumer Electricals Ltd.,Housing Development Finance Corporation Ltd.,Heidelbergcement India Ltd,JK Cement Ltd,Kajaria Ceramics Ltd.,Orient Electric Ltd.,Polycab India Ltd,Prince Pipes and Fittings Ltd.,Supreme Industries Ltd.,
3/4/2021,0.035093916,0.006244536,0.039711909,0.003760026,0.015091428,-0.027100815,0.017884432,0.030200683,0.001798561,0.002521204,-0.001884159,0.007910151,-0.009741206,
3/5/2021,-0.024657576,-0.012411567,0.002374851,0.01154981,0.01877279,-0.015118392,-0.014356143,-0.014927775,0.017850756,-0.005209313,-0.000407202,-0.034804409,-0.000670231,
3/8/2021,0.003335717,-0.001843302,0.007699889,-0.00570892,0.00902801,-0.013227683,-0.007608696,0.002815081,0.005341922,0.02022393,0.001555249,0.049964678,-0.008454436,
3/9/2021,0.018547639,0.016787678,0.059659056,-0.01350095,0.014952753,0.026710506,-0.009419469,0.049144188,-0.021655257,0.002477919,0.005767774,-0.005836153,-0.025458914,
3/10/2021,0.003264086,0.003818054,0.039290008,0.006921446,0.013162691,0.008730066,-0.000663464,0.007158404,0.021366027,0.021716079,0.004558285,0.017498307,0.005700689,
3/12/2021,-0.008561644,-0.012582436,0.061288051,-0.009842193,-0.02205006,-0.012231729,0.006196102,0.009108597,0.003009933,0.020044886,-0.004940169,-0.015533119,0.017892374,
3/15/2021,-0.020207275,-0.019301683,-0.033526109,-0.002682253,-0.021937843,-0.012655763,-0.011876016,0.00972731,-0.030159072,0.012705404,-0.001838776,-0.016792476,-0.034332547,
3/16/2021,0.006698375,0.048237833,-0.017084339,0.003480481,-0.005981293,-0.009899467,-0.003338527,-0.035249849,-0.007580811,0.051522229,-0.001400062,-0.00951404,0.020785315,
3/17/2021,-0.016459401,-0.018492321,0.015175534,-0.02144092,-0.031966904,0.002051524,0.000669983,0.004545278,-0.00810641,-0.004295182,-0.002102993,-0.028237431,-0.007049333,
3/18/2021,0.000712059,-0.007594008,-0.011819899,-0.0183664,-0.0159285,-0.000377632,-0.03057356,-0.031393615,-0.004295931,0.012941325,-0.029578142,-0.034417082,0.012665104,
3/19/2021,0.008539493,0.002786364,0.017678079,-0.028064953,0.046321819,0.006780325,0.007596727,-0.009973993,-0.018836119,0.027760214,0.031051168,0.040453858,-0.016561642,
3/22/2021,0.042864679,0.005992722,0.041223813,0.009456223,-0.016098589,7.91E-05,0.029243746,0.018873785,-0.023755924,-0.004297096,-0.000295636,-0.003793209,-0.008370579,
3/23/2021,0.029939127,-0.006348643,0.000415007,0.008364002,-0.020580309,-0.008669627,0.025305203,0.025443846,-0.000823949,-0.019882805,0.015265783,-0.032246592,-0.006712935,
3/24/2021,-0.002135078,0.013794963,-0.039907156,-0.004479118,-0.03171494,-0.017590304,0.013422845,-0.036512625,-0.040901608,-0.047491761,-0.00131061,0.002459117,-0.00168956,
3/25/2021,-0.031928842,-0.016922141,-0.021085295,0.000833195,-0.010648368,0.002027781,-0.008545183,0.005338787,0.030952654,0.002971748,-0.005249588,0.017539541,0.008916856,
3/26/2021,0.002720122,0.042856529,0.016860853,0.007659069,0.044550425,0.025093595,0.013574634,0.010350849,-0.000667158,0.02600821,0.019313209,-0.009884223,0.008612679,
3/30/2021,0.016785393,0.029100113,0.042451622,0.039491016,0.006521455,0.028782905,-0.02062071,0.034493834,0.041170579,-0.004171307,-0.009383711,0.016922283,0.006454015,
